	Response Time (ms)	Cue Prob	Alignment	Congruency	CuedHalf	Participant
434	631.831160417965	75 cue	Aligned	Incongruent	Bottom	1
435	813.7374410758939	75 cue	Aligned	Incongruent	Bottom	2
436	833.6035600283535	75 cue	Aligned	Incongruent	Bottom	3
437	443.01052811640733	75 cue	Aligned	Incongruent	Bottom	4
438	419.3932062471306	75 cue	Aligned	Incongruent	Bottom	5
439	504.41799275064125	75 cue	Aligned	Incongruent	Bottom	6
440	1056.6357134375721	75 cue	Aligned	Incongruent	Bottom	7
441	355.385861778625	75 cue	Aligned	Incongruent	Bottom	8
442	721.0781839462015	75 cue	Aligned	Incongruent	Bottom	9
443	514.7558305900606	75 cue	Aligned	Incongruent	Bottom	10
444	1033.7029292879215	75 cue	Aligned	Incongruent	Bottom	11
445	662.7452797345417	75 cue	Aligned	Incongruent	Bottom	12
446	407.05562213438145	75 cue	Aligned	Incongruent	Bottom	13
447	729.108698345689	75 cue	Aligned	Incongruent	Bottom	14
448	858.0071941983168	75 cue	Aligned	Incongruent	Bottom	15
449	772.3842502245822	75 cue	Aligned	Incongruent	Bottom	16
450	902.0048896306737	75 cue	Aligned	Incongruent	Bottom	17
451	591.5771610398574	75 cue	Aligned	Incongruent	Bottom	18
452	468.45880297850175	75 cue	Aligned	Incongruent	Bottom	19
453	243.94989113789052	75 cue	Aligned	Incongruent	Bottom	20
454	607.1959566502103	75 cue	Aligned	Incongruent	Bottom	21
455	903.3402813271292	75 cue	Aligned	Incongruent	Bottom	22
456	697.0361275505275	75 cue	Aligned	Incongruent	Bottom	23
457	706.8644040817162	75 cue	Aligned	Incongruent	Bottom	24
458	870.8944655196176	75 cue	Aligned	Incongruent	Bottom	25
459	676.2038913432337	75 cue	Aligned	Incongruent	Bottom	26
460	599.8601576525576	75 cue	Aligned	Incongruent	Bottom	27
461	474.4079277086793	75 cue	Aligned	Incongruent	Bottom	28
462	638.8573261676356	75 cue	Aligned	Incongruent	Bottom	29
463	747.8187860280741	75 cue	Aligned	Incongruent	Bottom	30
464	821.955910867969	75 cue	Aligned	Incongruent	Bottom	31
465	566.353138737751	75 cue	MisAligned	Incongruent	Bottom	1
466	796.6351182100348	75 cue	MisAligned	Incongruent	Bottom	2
467	741.9206021650848	75 cue	MisAligned	Incongruent	Bottom	3
468	430.53773889929005	75 cue	MisAligned	Incongruent	Bottom	4
469	385.5447518647074	75 cue	MisAligned	Incongruent	Bottom	5
470	604.0300213309258	75 cue	MisAligned	Incongruent	Bottom	6
471	1017.372929199947	75 cue	MisAligned	Incongruent	Bottom	7
472	345.5297095759652	75 cue	MisAligned	Incongruent	Bottom	8
473	738.0607621578747	75 cue	MisAligned	Incongruent	Bottom	9
474	516.8299140416294	75 cue	MisAligned	Incongruent	Bottom	10
475	900.966060526116	75 cue	MisAligned	Incongruent	Bottom	11
476	635.1905013356009	75 cue	MisAligned	Incongruent	Bottom	12
477	397.8486698969409	75 cue	MisAligned	Incongruent	Bottom	13
478	643.335506690164	75 cue	MisAligned	Incongruent	Bottom	14
479	841.5710755684553	75 cue	MisAligned	Incongruent	Bottom	15
480	624.389326355918	75 cue	MisAligned	Incongruent	Bottom	16
481	893.900474494271	75 cue	MisAligned	Incongruent	Bottom	17
482	596.727733485912	75 cue	MisAligned	Incongruent	Bottom	18
483	660.8953939759649	75 cue	MisAligned	Incongruent	Bottom	19
484	252.53008198924366	75 cue	MisAligned	Incongruent	Bottom	20
485	593.769834706715	75 cue	MisAligned	Incongruent	Bottom	21
486	947.681720533064	75 cue	MisAligned	Incongruent	Bottom	22
487	729.3342146288909	75 cue	MisAligned	Incongruent	Bottom	23
488	635.5824606684857	75 cue	MisAligned	Incongruent	Bottom	24
489	743.5089033122064	75 cue	MisAligned	Incongruent	Bottom	25
490	604.6007540222113	75 cue	MisAligned	Incongruent	Bottom	26
491	562.3247390511729	75 cue	MisAligned	Incongruent	Bottom	27
492	457.4440351331278	75 cue	MisAligned	Incongruent	Bottom	28
493	605.2168114831493	75 cue	MisAligned	Incongruent	Bottom	29
494	730.1459291756347	75 cue	MisAligned	Incongruent	Bottom	30
495	831.3264690622614	75 cue	MisAligned	Incongruent	Bottom	31
